university,database_name,guide_url,real_url
BU,"Times Digital Archive (London, 1785 - 2019)",https://library.bu.edu/timesdigital,https://www.gale.com/intl/c/the-times-digital-archive
BU,Trans-Atlantic Slave Trade Database,https://library.bu.edu/slavetrade,https://www.slavevoyages.org
BU,Trends and Policy,https://library.bu.edu/trendspolicy,NOT_FOUND
BU,Trismegistos,https://library.bu.edu/trismegistos,https://www.trismegistos.org/
BU,Twentieth Century North American Drama,https://library.bu.edu/tcnad,https://www.gale.com/c/twentieth-century-north-american-drama
BU,U.S. Attorney General &amp; Department of Justice Collection,https://library.bu.edu/usagdoj,NOT_FOUND
BU,U.S. Climate Change Diplomacy: From the Montreal Protocol to the Paris Agreement (1981 - 2015),https://library.bu.edu/DNSAClimate,https://www.archives.gov/research/foreign-policy/state-dept/collections/climate-change
BU,U.S. Congressional Documents,https://library.bu.edu/congressionaldocuments,https://www.congress.gov
BU,U.S. Congressional Serial Set,https://library.bu.edu/uscss,https://www.govinfo.gov/app/collection/serialset
BU,"U.S. Federal Agency Documents, Decisions, and Appeals",https://library.bu.edu/usfadda,NOT_FOUND
BU,U.S. Federal Legislative History Library,https://library.bu.edu/usflhl,https://heinonline.org/HOL/Welcome?collection=leghis
BU,U.S. International Trade Library,https://library.bu.edu/usitl,NOT_FOUND
BU,U.S. Presidential Library,https://library.bu.edu/uspl,https://www.archives.gov/presidential-libraries
BU,U.S. State Commitments with Foreign Governments,https://library.bu.edu/usfgov,NOT_FOUND
BU,U.S. Supreme Court Library,https://library.bu.edu/usscl,NOT_FOUND
BU,U.S. Supreme Court Records and Briefs (1832 - 1978),https://library.bu.edu/usscrb,https://www.gale.com/c/us-supreme-court-records-and-briefs-1832-1978
BU,U.S. Treaties and Agreements Library,https://library.bu.edu/ustal,https://heinonline.org/HOL/Index?collection=ustreaties
BU,Ulrichsweb Global Serials Directory,https://library.bu.edu/ulrichs,https://ulrichsweb.serialssolutions.com
BU,United Nations Law Collection,https://library.bu.edu/unlc,https://legal.un.org/avl/
BU,United Nations Treaty Collection,https://library.bu.edu/untc,https://treaties.un.org
BU,UniWorld Online,https://library.bu.edu/afofc,NOT_FOUND
BU,Value Line,https://library.bu.edu/valueline,https://www.valueline.com
BU,Vanderbilt Television News Archive,https://library.bu.edu/vanderbilt,https://tvnews.vanderbilt.edu
BU,Visual History Archive,https://library.bu.edu/vha,https://sfi.usc.edu/vha
BU,Vivvix,https://library.bu.edu/adspender,https://www.vivvix.com
BU,Voting Rights &amp; Election Law,https://library.bu.edu/voting,NOT_FOUND
BU,Washington Post (1877 - 2008),https://library.bu.edu/washpost,https://search.proquest.com/publication/47105
BU,Water Rights &amp; Resources,https://library.bu.edu/water,NOT_FOUND
BU,Web of Science,https://library.bu.edu/wos,https://www.webofscience.com
BU,Wharton Research Data Services,https://library.bu.edu/wrds,https://wrds-www.wharton.upenn.edu/
BU,Wiley Encyclopedia of Clinical Trials,https://library.bu.edu/wect,https://onlinelibrary.wiley.com/doi/book/10.1002/9780471462422
BU,Winmo,https://library.bu.edu/redbooks,https://www.winmo.com
BU,Women Writers Online,https://library.bu.edu/wwo,https://wwp.northeastern.edu/wwo/
BU,Women's Magazine Archive,https://library.bu.edu/wma,https://proquest.com/womensmagazinearchive
BU,Women's Studies,https://library.bu.edu/women,NOT_FOUND
BU,Women's Studies International,https://library.bu.edu/wsi,https://www.ebsco.com/products/research-databases/womens-studies-international
BU,"Workers, Labor Unions, Progressives, and Radicals",https://library.bu.edu/Workers_LaborUnions,NOT_FOUND
BU,World Bank Open Knowledge Repository,https://library.bu.edu/wbokr,https://openknowledge.worldbank.org
BU,World Christian Database,https://library.bu.edu/wcd,https://worldchristiandatabase.org
BU,World Cities and Local Governments,https://library.bu.edu/WorldCities,NOT_FOUND
BU,World Constitutions Illustrated,https://library.bu.edu/wci,https://heinonline.org/HOL/Index?collection=cow
BU,World Development Indicators,https://library.bu.edu/wdi,https://databank.worldbank.org/source/world-development-indicators
BU,World Health Organization Institutional Repository for Information Sharing,https://library.bu.edu/whoiris,https://apps.who.int/iris/
BU,World Religion Database,https://library.bu.edu/worldreligiondb,https://worldreligiondatabase.org
BU,World Shakespeare Bibliography,https://library.bu.edu/worldshakespearebib,https://www.worldshakesbib.org
BU,World Trials Library,https://library.bu.edu/worldtrials,NOT_FOUND
BU,WorldCat Discovery,https://library.bu.edu/buworldcat,https://discovery.worldcat.org
BU,Worldwide Political Science Abstracts,https://library.bu.edu/wpsa,https://www.proquest.com/products-services/polsci-abs.html
BU,YourDictionary.com,https://library.bu.edu/yourdictionary,https://www.yourdictionary.com
BU,Zasshi Kiji Sakuin Detabesu (Japanese Magazines and Periodicals),https://library.bu.edu/zasshi,https://ndlopac.ndl.go.jp
BU,ZENON DAI,https://library.bu.edu/zenondai,https://zenon.dainst.org
BU,17th-18th Century Burney Collection Newspapers,https://library.bu.edu/burney,https://www.gale.com/intl/c/17th-and-18th-century-burney-newspapers-collection
NEU,17th - 18th Century Burney Collection Newspapers,https://link.ezproxy.neu.edu/login?url=https://link.gale.com/apps/BBCN?u=mlin_b_northest,https://go.gale.com/ps/start.do?p=BBCN&u=webdemo
NEU,19th Century U.S. Newspapers,https://link.ezproxy.neu.edu/login?url=https://link.gale.com/apps/NCNP?u=mlin_b_northest,https://gale.com/c/19th-century-us-newspapers
NEU,ABI/Inform (Proquest),https://link.ezproxy.neu.edu/login?url=https://search.proquest.com/abicomplete/accountid=12826,https://about.proquest.com/products-services/abi_inform_complete.html
NEU,Academic OneFile (Gale Cengage),https://link.ezproxy.neu.edu/login?qurl=https://link.gale.com/apps/AONE?u=mlin_b_northest,https://www.gale.com/academic-onefile
NEU,Academic Search Ultimate (EBSCOhost),"https://link.ezproxy.neu.edu/login?url=https://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=asn",https://www.ebsco.com/products/research-databases/academic-search-ultimate
NEU,Academic Video Online (Alexander Street Press),https://link.ezproxy.neu.edu/login?url=https://video.alexanderstreet.com/channel/academic-video-online,https://alexanderstreet.com/products/academic-video-online
NEU,Access World News Research Collection (Newsbank),https://link.ezproxy.neu.edu/login?url=https://infoweb.newsbank.com/apps/news/?p=AWNB,https://newsbank.com/libraries/schools/solutions/access-world-news-research-collection
NEU,AccessAnesthesiology (McGraw Hill Medical),https://link.ezproxy.neu.edu/login?url=https://accessanesthesiology.mhmedical.com/,https://accessanesthesiology.mhmedical.com
NEU,AccessEngineering (McGraw-Hill),https://link.ezproxy.neu.edu/login?url=https://www.accessengineeringlibrary.com,https://www.accessengineeringlibrary.com
NEU,Accessible Archives (History Commons),https://link.ezproxy.neu.edu/login?url=https://history-commons.net/modules/aasp/,https://accessible-archives.com
NEU,AccessMedicine (McGraw Hill Medical),https://link.ezproxy.neu.edu/login?url=https://accessmedicine.mhmedical.com,https://accessmedicine.mhmedical.com
NEU,AccessNeurology (McGraw Hill Medical),https://link.ezproxy.neu.edu/login?url=https://neurology.mhmedical.com,https://accessneurology.mhmedical.com
NEU,AccessPharmacy (McGraw Hill Medical),https://link.ezproxy.neu.edu/login?url=https://accesspharmacy.mhmedical.com,https://accesspharmacy.mhmedical.com
NEU,AccessPhysiotherapy Including F.A. Davis Physical Therapy Collection ( (McGraw Hill Medical),https://link.ezproxy.neu.edu/login?url=https://accessphysiotherapy.mhmedical.com,https://accessphysiotherapy.mhmedical.com
NEU,AccessScience (McGraw-Hill),https://link.ezproxy.neu.edu/login?url=https://www.accessscience.com,https://www.accessscience.com
NEU,"Accounting, Tax & Banking (ProQuest)",https://link.ezproxy.neu.edu/login?url=https://search.proquest.com/accounting/index?accountid=12826,https://about.proquest.com/en/content-solutions/accounting-tax-banking/
NEU,ACLS Humanities Ebooks (American Council of Learned Societies),https://link.ezproxy.neu.edu/login?url=https://www.fulcrum.org/heb,https://www.fulcrum.org/heb
NEU,ACM Digital Library (Association for Computing Machinery),https://link.ezproxy.neu.edu/login?url=https://dl.acm.org/dl.cfm?coll=portal&dl=ACM,https://dl.acm.org
NEU,African Newspapers Series I (Readex/Newsbank),https://subjectguides.lib.neu.edu/az/african-newspapers,https://www.readex.com/products/african-newspapers-series-1-1800-1922
NEU,Afro-Americana Imprints (Readex/Newsbank) 1535-1922,https://link.ezproxy.neu.edu/login?url=https://infoweb.newsbank.com/?db=AFAMER,https://www.readex.com/products/afro-americana-imprints-1535-1922
NEU,AgeLine (EBSCOhost),"https://link.ezproxy.neu.edu/login?url=https://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=gnh",https://www.ebsco.com/products/research-databases/ageline
NEU,AIP Publishing (American Institute of Physics),https://link.ezproxy.neu.edu/login?url=https://pubs.aip.org/,https://publishing.aip.org
NEU,Alliance for Audited Media,https://subjectguides.lib.neu.edu/aam,https://auditedmedia.com
NEU,Alt-HealthWatch (EBSCOhost),"https://link.ezproxy.neu.edu/login?url=https://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=awh",https://www.ebsco.com/products/research-databases/alt-healthwatch
NEU,"AMA Manual of Style, 11th edition (American Medical Association)",https://link.ezproxy.neu.edu/login?url=https://www.amamanualofstyle.com/,https://www.amamanualofstyle.com
NEU,American Archive of Public Broadcasting,https://americanarchive.org/,https://americanarchive.org
NEU,American Chemical Society Journals and Ebooks,https://link.ezproxy.neu.edu/login?url=https://pubs.acs.org/,https://pubs.acs.org
NEU,American Energy Society,https://subjectguides.lib.neu.edu/az/american-energy-society-2,https://www.energysociety.org/
NEU,American Mathematical Society Publications,https://link.ezproxy.neu.edu/login?url=https://www.ams.org/journals/,https://www.ams.org/publications
NEU,American Music (Alexander Street Press),https://link.ezproxy.neu.edu/login?url=https://search.alexanderstreet.com/amso,https://search.alexanderstreet.com/amso
NEU,"American Periodicals Series, 1741-1940 (ProQuest)",https://link.ezproxy.neu.edu/login?url=https://www.proquest.com/americanperiodicals?accountid=12826,https://about.proquest.com/en/products-services/aps
NEU,American Politics and Society from Kennedy to Watergate,https://link.ezproxy.neu.edu/login?url=https://www.proquest.com/hvkennedywatergate,https://www.amdigital.co.uk/primary-sources/american-politics-and-society-from-kennedy-to-watergate
NEU,American Society of Mechanical Engineers (ASME) Conference Proceedings,https://link.ezproxy.neu.edu/login?url=https://proceedings.asmedigitalcollection.asme.org/ConferenceProceedings.aspx,https://asmedigitalcollection.asme.org/proceedings
NEU,American Society of Mechanical Engineers (ASME) Online Journals,https://link.ezproxy.neu.edu/login?url=https://asmedigitalcollection.asme.org/journals.aspx,https://asmedigitalcollection.asme.org/journals
NEU,American State Papers (Readex/Newsbank),https://link.ezproxy.neu.edu/login?url=https://infoweb.newsbank.com/?db=ASPA,https://www.readex.com/products/american-state-papers-1789-1838
NEU,Anatomy.TV (TDS Health),https://link.ezproxy.neu.edu/login?url=https://www.anatomy.tv/new_home.aspx,https://www.anatomy.tv
NEU,Annual Reviews,https://link.ezproxy.neu.edu/login?url=https://www.annualreviews.org/,https://www.annualreviews.org
NEU,AnthroSource (Wiley),https://link.ezproxy.neu.edu/login?url=https://anthrosource.onlinelibrary.wiley.com,https://anthrosource.onlinelibrary.wiley.com
NEU,AP (Associated Press) Stylebook Online,https://link.ezproxy.neu.edu/login?url=https://www.apstylebook.com/northeastern-university-e2ff3f98-dd99-4e78-b143-3341d1b96cd6,https://www.apstylebook.com
NEU,APA PsycNet (American Psychological Association),"https://link.ezproxy.neu.edu/login?url=https://psycnet.apa.org/bookcollections/title/b,h/",https://psycnet.apa.org
NEU,ArchiveGrid (OCLC),https://researchworks.oclc.org/archivegrid/,https://researchworks.oclc.org/archivegrid/
NEU,Archives of Sexuality & Gender: LGBTQ History Since 1940 (Gale),https://link.ezproxy.neu.edu/login?url=https://link.gale.com/apps/AHSI?u=mlin_b_northest,https://www.gale.com/c/archives-of-sexuality-and-gender-lgbtq-history-since-1940
NEU,ArchivesSpace Catalog (Northeastern University),https://archivesspace.library.northeastern.edu/,https://archivesspace.library.northeastern.edu/
NEU,ARL Statistics Online (Association of Research Libraries),https://publications.arl.org/ARL-Statistics-2010-2011,https://www.arlstatistics.org
NEU,Art and Architecture ePortal (Yale),https://link.ezproxy.neu.edu/login?url=https://www.aaeportal.com,https://www.aaeportal.com/
NEU,"Art, Design, and Architecture Collection (ProQuest)",https://link.ezproxy.neu.edu/login?url=https://search.proquest.com/adac/index?accountid=12826,https://about.proquest.com/en/products-services/art_design_architecture
NEU,Arts and Humanities Citation Index,https://link.ezproxy.neu.edu/login?url=https://webofknowledge.com/?DestApp=WOS&editions=AHCI,https://clarivate.com/products/scientific-and-academic-research/research-discovery-and-workflow-solutions/web-of-science
NEU,Artstor,https://link.ezproxy.neu.edu/login?url=https://www.jstor.org/images,https://www.artstor.org
NEU,"arXiv Computer Science (Cornell University, ACM, NCSTR)",https://arxiv.org/corr/home,https://arxiv.org/corr
NEU,arXiv Mathematics (Cornell University),https://arxiv.org/archive/math,https://arxiv.org/archive/math
NEU,arXiv Physics (Cornell University),https://arxiv.org/archive/physics,https://arxiv.org
NEU,ASCE Library,https://link.ezproxy.neu.edu/login?url=https://www.ascelibrary.org/,https://ascelibrary.org
NEU,Asia and the West: Diplomacy and Cultural Exchange (Gale Cengage),https://link.ezproxy.neu.edu/login?url=https://go.gale.com/ps/aboutThisArchive?userGroupName=mlin_b_northest&inPS=true&mCode=5630&prodId=NCCO,https://www.gale.com/intl/c/asia-and-the-west-diplomacy-and-cultural-exchange
NEU,ASME Digital Collection,https://asmedigitalcollection-asme-org.ezproxy.neu.edu/,https://asmedigitalcollection.asme.org
NEU,ASTM Compass,https://link.ezproxy.neu.edu/login?url=https://secure.astm.org/login?redirectUrl=aHR0cHM6Ly9jb21wYXNzLmFzdG0ub3Jn&newApproach=true,https://compass.astm.org
NEU,ATLA Religion Database (EBSCOhost),"https://link.ezproxy.neu.edu/login?url=https://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=reh",https://www.ebsco.com/products/research-databases/atla-religion-database
NEU,Atlanta Constitution 1868-1984 (ProQuest Historical Newspapers),https://link.ezproxy.neu.edu/login?url=https://search.proquest.com/hnpatlantaconstitution2/,https://about.proquest.com/en/products-services/histnews_atc/
NEU,Atlanta Daily World 1931-2003 (Proquest Historical Newspapers),https://link.ezproxy.neu.edu/login?url=https://search.proquest.com/hnpatlantadailyworld/news/fromDatabasesLayer?accountid=12826,https://about.proquest.com/en/products-services/hnp_atldaily/
NEU,Atlantic,https://theatlantic.com/northeastern-login/,NOT_FOUND
NEU,Avery Index to Architectural Periodicals (ProQuest),https://subjectguides.lib.neu.edu/az/avery,https://about.proquest.com/products-services/avery-index.html
NEU,Baltimore Afro-American 1893-1988 (Proquest),https://link.ezproxy.neu.edu/login?url=https://search.proquest.com/hnpbaltimoreafricanamerican/news/fromDatabasesLayer?accountid=12826,https://about.proquest.com/en/products-services/hnp_afro
NEU,Bates Visual Guide to Physical Examination,https://link.ezproxy.neu.edu/login?url=https://clinicalcontext.lww.com/en/batesvisualguide,https://batesvisualguide.com
NEU,Bay State Banner (1965-1979) (Proquest),https://link.ezproxy.neu.edu/login?url=https://search.proquest.com/ethnicnewswatch/publication/45493/citation/AC6A519D308A4095PQ/2?accountid=12826,https://about.proquest.com/en/products-services/historical-newspapers-bay-state-banner/
NEU,BBC Shakespeare Plays Online,https://link.ezproxy.neu.edu/login?url=https://www.ambrosevideo.com/institutional-access,NOT_FOUND
NEU,BCC Research,https://link.ezproxy.neu.edu/login?url=https://www.bccresearch.com/epublish/index/loginip,https://www.bccresearch.com
NEU,Billboard Pro,https://www.billboard.com/subscribe/?contractId=TM33R3GT5GAW,https://www.billboard.com/pro/
NEU,BioCyc,https://link.ezproxy.neu.edu/login?url=https://biocyc.org,https://biocyc.org
NEU,BioMed Central,https://www.biomedcentral.com/,https://www.biomedcentral.com
NEU,BioOne Complete,https://link.ezproxy.neu.edu/login?url=https://www.bioone.org/,https://bioone.org
NEU,Biosis Citation Index,https://link.ezproxy.neu.edu/login?url=https://www.webofscience.com/wos/bci/basic-search,https://clarivate.com/products/scientific-and-academic-research/research-discovery-and-workflow-solutions/biosis-citation-index/
NEU,Biosis Previews,https://link.ezproxy.neu.edu/login?url=https://webofknowledge.com/BIOSIS,https://clarivate.com/products/scientific-and-academic-research/research-discovery-and-workflow-solutions/biosis-citation-index/
NEU,Birds of the World (Cornell Lab of Ornithology),https://link.ezproxy.neu.edu/login?url=https://birdsoftheworld.org,https://birdsoftheworld.org
NEU,Black Freedom Struggle in the 20th Century,https://link.ezproxy.neu.edu/login?url=https://www.proquest.com/hvblackfreedomorg1,https://proquest.com/historyvault/blackfreedom
NEU,Bloomberg.com,https://www.bloomberg.com/account/create-account,https://www.bloomberg.com
NEU,BMJ Journals,https://link.ezproxy.neu.edu/login?url=https://journals.bmj.com/our-journals/,https://journals.bmj.com
NEU,Book Citation Index (2005 - Current),"https://link.ezproxy.neu.edu/login?url=https://www.webofscience.com/wos/woscc/search-with-editions?editions=WOS.BHCI,WOS.BSCI",https://clarivate.com/products/scientific-and-academic-research/research-discovery-and-workflow-solutions/web-of-science/web-of-science-citation-indexes/book-citation-index/
NEU,Boston Boys and Girls Club Photographs (Northeastern University),https://repository.library.northeastern.edu/collections/neu:5m60qx652,https://repository.library.northeastern.edu/collections/neu:cj82pn00n
NEU,Boston Business Journal,https://www.bizjournals.com/register/Boston?r=%2Fboston%2F,https://www.bizjournals.com/boston/
NEU,Boston Globe (1872-present) (Proquest Historical Newspapers),https://link.ezproxy.neu.edu/login?url=https://search.proquest.com/cv_675897/index?accountid=12826,https://www.proquest.com/hnpglobeauthor
NEU,Boston Globe (link to all Northeastern Library access points),https://subjectguides.lib.neu.edu/az/bostonglobe,NOT_FOUND
NEU,Boston Haitian Reporter (2001-2013) (Proquest Historical Newspapers),https://link.ezproxy.neu.edu/login?url=https://search.proquest.com/ethnicnewswatch/publication/43015/citation/2D1850918A3A4504PQ/74?accountid=12826,https://about.proquest.com/en/products-services/hnp_bhr
NEU,Boston Herald (via Access World News),https://onesearch.library.northeastern.edu/permalink/f/10adami/NEU_ALMA51184698580001401,https://newsbank.com/libraries/schools/solutions/newsbank-americas-news
NEU,Boston Irish Reporter (1994-present) (Proquest Ethnic Newswatch),https://link.ezproxy.neu.edu/login?url=https://search.proquest.com/ethnicnewswatch/publication/25583/citation/2D1850918A3A4504PQ/75?accountid=12826,NOT_FOUND
NEU,Boston Phoenix (1973-2013) (Internet Archive),https://archive.org/details/pub_boston-phoenix?&sort=date,https://archive.org/details/bostonphoenix
NEU,Boston Phoenix (2012-2013) (Northeastern University),https://phoenix.library.northeastern.edu/,https://ark.digitalcommonwealth.org/collections/mwdi-96940
NEU,Boston Public Schools Desegregation Collection (Northeastern University),https://bpsdesegregation.library.northeastern.edu/,https://repository.library.northeastern.edu/collections/neu:rx914n968
NEU,Boston's Asian Community History (Northeastern University),https://asianamericanhistory.library.northeastern.edu/,https://repository.library.northeastern.edu/collections/neu:cj82rx01f
NEU,Boston's Latinx Community History (Northeastern University),https://latinxhistory.library.northeastern.edu/,https://latinxhistory.library.northeastern.edu/
NEU,Boston's LGBTQA+ History (Northeastern University),https://lgbtqahistory.library.northeastern.edu/,https://bostonlgbtqhistory.org/
NEU,Britannica Academic (Encyclopedia Britannica),https://link.ezproxy.neu.edu/login?url=https://academic.eb.com/,https://academic.eb.com
NEU,British Library Newspapers (Gale Cengage),https://link.ezproxy.neu.edu/login?url=https://link.gale.com/apps/BNCN?u=mlin_b_northest,https://www.gale.com/intl/c/british-library-newspapers
NEU,BrowZine Web Edition,https://link.ezproxy.neu.edu/login?url=https://browzine.com/libraries/545,https://browzine.com/
NEU,Building Green,https://link.ezproxy.neu.edu/login?url=https://www.buildinggreen.com/,https://www.buildinggreen.com
NEU,Business Insider,https://www.businessinsider.com/subscription/enterprise,https://www.businessinsider.com
NEU,Business Monitor International,https://subjectguides.lib.neu.edu/az/bmi,https://www.fitchsolutions.com/
NEU,Business Plans Handbook (Gale Cengage),https://link.ezproxy.neu.edu/login?url=https://go.gale.com/ps/i.do?p=GVRL&sw=w&u=mlin_b_northest&v=2.1&it=aboutSeries&id=0PHU&sid=bookmark-GVRL,https://www.gale.com/business-plans-handbook
NEU,Business Source Ultimate (EBSCOhost),"https://link.ezproxy.neu.edu/login?url=https://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehostv&defaultdb=bsu",https://www.ebsco.com/products/research-databases/business-source-ultimate
NEU,Cabell's Journalytics,https://link.ezproxy.neu.edu/login?url=https://app.cabells.com/,https://www2.cabells.com/journalytics
NEU,Cabell's Predatory Reports,https://link.ezproxy.neu.edu/login?url=https://app.cabells.com/academic?search&only=predatoryreports,https://www2.cabells.com/predatory
NEU,Cambridge Core,https://link.ezproxy.neu.edu/login?url=https://www.cambridge.org/core,https://www.cambridge.org/core
NEU,Cambridge Histories Online,https://link.ezproxy.neu.edu/login?url=https://www.cambridge.org/core/what-we-publish/collections/cambridge-histories/listing?aggs[onlyShowAvailable][filters]=true&aggs[productTypes][filters]=BOOK&searchWithinIds=C2EAD8E1ECA8DD9DF0F671BB7A27C02E,https://www.cambridge.org/core/what-we-publish/collections/cambridge-histories
NEU,Cambridge Structural Database,https://link.ezproxy.neu.edu/login?url=https://www.ccdc.cam.ac.uk/structures/,https://www.ccdc.cam.ac.uk/solutions/csd-system/components/csd/
NEU,Canadian Business & Current Affairs (ProQuest),https://link.ezproxy.neu.edu/login?url=https://www.proquest.com/cbcacomplete?accountid=12826,https://www.proquest.com/cbca
NEU,Canadian Newsstream (ProQuest),https://link.ezproxy.neu.edu/login?url=https://www.proquest.com/canadiannews?accountid=12826,https://about.proquest.com/en/products-services/canadian_newsstream
NEU,"Caribbean History & Culture, 1535-1920 (Readex/Newsbank)",https://link.ezproxy.neu.edu/login?url=https://infoweb.newsbank.com/?db=CRBHCC&s_startsearch=keyword,https://www.readex.com/products/caribbean-history-and-culture-1535-1920
NEU,Case Files Collection (McGraw-Hill Medical),https://link.ezproxy.neu.edu/login?url=https://casefiles.mhmedical.com,https://casefiles.mhmedical.com
NEU,Catalog of U.S. Government Publications,https://catalog.gpo.gov/F,https://catalog.gpo.gov
NEU,Cauldron (Northeastern University Yearbook via Internet Archive),https://archive.org/search.php?query=cauldron%20AND%20subject%3A%22Northeastern%20University%20%28Boston%2C%20Mass.%29%22,https://archive.org/details/northeasternuniversityyearbooks
NEU,Center for Research Libraries,https://link.ezproxy.neu.edu/login?url=https://www.crl.edu,https://www.crl.edu
NEU,Center for Research Libraries: Dissertation Search,https://catalog.crl.edu/search~S4,https://catalog.crl.edu/search/r?SEARCH=dissertations
NEU,Checkpoint Edge,https://link.ezproxy.neu.edu/login?url=https://checkpoint.riag.com/login?iploc=NorEastUniver,https://tax.thomsonreuters.com/en/checkpoint/edge
NEU,Chicago Defender: 1910 - 1975 (ProQuest Historical Newspapers),https://link.ezproxy.neu.edu/login?url=https://search.proquest.com/hnpchicagodefender/index?accountid=12826,https://about.proquest.com/en/products-services/histnews-chicago-defender/
NEU,Chicago Manual of Style,https://link.ezproxy.neu.edu/login?url=https://www.chicagomanualofstyle.org/,https://www.chicagomanualofstyle.org
NEU,Chicago Tribune (Proquest Historical Newspapers),https://link.ezproxy.neu.edu/login?url=https://search.proquest.com/hnpchicagotribune/,https://about.proquest.com/en/products-services/histnews-chicago-tribune/
NEU,Children's Literature and Childhood,https://link.ezproxy.neu.edu/login?url=https://link.gale.com/apps/NCCO?u=mlin_b_northest,NOT_FOUND
NEU,Chinese Newspapers Collection (Proquest Historical Newspapers),https://link.ezproxy.neu.edu/login?url=https://search.proquest.com/hnpchinesecollection/,https://about.proquest.com/en/products-services/hnp_chicn
NEU,Chronicle of Higher Education,https://link.ezproxy.neu.edu/login?url=https://www.chronicle.com,https://www.chronicle.com
NEU,CIAO Columbia International Affairs Online,https://link.ezproxy.neu.edu/login?url=https://www.ciaonet.org/,https://ciaonet.org
NEU,"Cimboa, Boston (1996-1999)",https://link.ezproxy.neu.edu/login?url=https://search.proquest.com/ethnicnewswatch/publication/26409/citation/2D1850918A3A4504PQ/107?accountid=12826,NOT_FOUND
NEU,CINAHL Ultimate (EBSCOhost),"https://link.ezproxy.neu.edu/login?url=https://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=cul",https://www.ebsco.com/products/research-databases/cinahl-ultimate
NEU,Civil Engineering Database (CEDB),https://link.ezproxy.neu.edu/login?url=https://cedb.asce.org/,https://ascelibrary.org/
NEU,Classical Music Library (Alexander Street Press),https://link.ezproxy.neu.edu/login?url=https://search.alexanderstreet.com/clmu,https://search.alexanderstreet.com/clmu
NEU,Classical Scores Library (Alexander Street),https://link.ezproxy.neu.edu/login?url=https://shmu.alexanderstreet.com,https://search.alexanderstreet.com/shmu
NEU,Cleveland Call and Post 1934-1991 (Proquest Historical Newspapers),https://link.ezproxy.neu.edu/login?url=https://search.proquest.com/hnpclevelandcallpost/,https://about.proquest.com/en/products-services/histnews-cleveland-call-post/
NEU,ClinicalKey (Elsevier),https://link.ezproxy.neu.edu/login?url=https://www.clinicalkey.com,https://www.clinicalkey.com
NEU,Cochrane Library,https://link.ezproxy.neu.edu/login?url=https://www.cochranelibrary.com,https://www.cochranelibrary.com
NEU,Collected Works of John Dewey,https://link.ezproxy.neu.edu/login?url=http://pm.nlx.com/xtf/view?docId=dewey_ii/dewey_ii.00.xml;chunk.id=div.pmpreface.1.1;toc.depth=1;toc.id=div.pmpreface.1.1;brand=default,https://scrc.siuc.edu/dewey.html
NEU,Colonial America (Adam Matthew Digital),https://link.ezproxy.neu.edu/login?url=https://www.colonialamerica.amdigital.co.uk,https://www.colonialamerica.amdigital.co.uk
NEU,ComDisDome,https://link.ezproxy.neu.edu/login?url=https://search.proquest.com/comdisdome?accountid=12826,https://comdisdome.com
NEU,Communications & Mass Media Complete (EBSCOhost),"https://link.ezproxy.neu.edu/login?url=https://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=ufh",https://www.ebsco.com/products/research-databases/communications-mass-media-complete
NEU,Compendex,https://link.ezproxy.neu.edu/login?url=https://www.engineeringvillage.com/controller/servlet/Controller?CID=quickSearch&database=1,https://www.engineering.purdue.edu/engr/compendex/about.html
NEU,Compendex & INSPEC,https://link.ezproxy.neu.edu/login?url=https://www.engineeringvillage.com,https://www.engineeringvillage.com
NEU,Computers & Applied Sciences Complete (EBSCOhost),"https://link.ezproxy.neu.edu/login?url=https://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=iih",https://www.ebsco.com/products/research-databases/computers-applied-sciences-complete
NEU,Conference Proceedings Citation Index - Science,https://link.ezproxy.neu.edu/login?url=https://www.webofknowledge.com/?DestApp=WOS&editions=ISTP,https://clarivate.com/webofsciencegroup/solutions/webofscience-cpci/
NEU,Contemporary World Music (Alexander Street Press),https://link.ezproxy.neu.edu/login?url=https://search.alexanderstreet.com/womu,https://search.alexanderstreet.com/world
NEU,Coronavirus Research Database (ProQuest),https://www.proquest.com/coronavirus/accountid=12826,https://about.proquest.com/en/products-services/coronavirus-research-database
NEU,Counseling and Therapy in Video (Alexander Street),https://link.ezproxy.neu.edu/login?url=https://video.alexanderstreet.com/channel/counseling-and-therapy-in-video,https://video.alexanderstreet.com/channel/counseling-and-therapy-in-video
NEU,Covidence,https://app.covidence.org/organizations/QlpVe/signup,https://www.covidence.org
NEU,CQ Press Voting and Elections Collection,https://link.ezproxy.neu.edu/login?url=https://library.cqpress.com/elections,https://library.cqpress.com/elections/
NEU,CQ Researcher,https://link.ezproxy.neu.edu/login?url=https://cqpress.sagepub.com/cqresearcher/,https://library.cqpress.com/cqresearcher/
